name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Modern Comfy Andersonville Getaway!,Uptown,Entire home/apt,2.0,1.0,4,1,195.0,0,31,100.0,41.97531,-87.66656,1
MONTHLY Rent Avail 3 beds & 2 baths entire place.,Lincoln Park,Entire home/apt,2.0,2.0,6,6,148.0,189,80,98.0,41.92367,-87.64546,0
"XLarge Room ON PRIVATE FLOOR w/Bath, Office & Gym",Lake View,Private room,1.0,1.0,1,4,69.0,1,145,99.0,41.94488,-87.65434,1
"Gorgeous, cozy 1-bedroom Suite in Andersonville",Edgewater,Entire home/apt,1.0,1.0,2,2,75.0,352,162,99.0,41.97985,-87.67218000000003,1
"3 miles to Wrigley, private, cozy, easy access",Irving Park,Private room,1.0,1.0,2,1,95.0,364,32,99.0,41.94955,-87.71748000000002,1
NEW ❤️ OF WEST WRIGLEYVILLE/ OLD ST. BEN'S,North Center,Private room,1.0,1.0,3,2,59.0,0,25,99.0,41.94615,-87.68345,1
Super Cozy Bed/Bath in Awesome Andersonville Home!,Edgewater,Private room,1.0,1.0,2,3,45.0,0,198,99.0,41.98821,-87.67175,1
Welcoming 2BR in Chicago's Best Neighborhood!,West Town,Entire home/apt,1.0,1.0,6,2,69.0,0,164,97.0,41.8985,-87.67771,0
Modern Safe Logan Square Room,Logan Square,Private room,1.0,1.0,2,1,65.0,0,24,96.0,41.91929,-87.70612,0
3rd floor apt. close to Wrigley field,Uptown,Entire home/apt,2.0,1.0,6,2,200.0,321,26,93.0,41.96876,-87.6551,0
Quintessential Condo ★ Best kept secret location!!,Lake View,Private room,1.0,1.0,2,2,125.0,89,29,99.0,41.9475,-87.64527,1
3 Bedroom 2 Bath Condo with Parking!,West Town,Entire home/apt,3.0,2.0,9,2,89.0,109,32,91.0,41.91184000000001,-87.69175,0
Cozy Family Friendly  Home in Chicago (Galewood),Austin,Entire home/apt,3.0,1.5,5,3,140.0,142,23,100.0,41.91356,-87.78882,1
中唐【305】Chinatown,Armour Square,Private room,1.0,2.0,2,1,49.0,90,131,92.0,41.84791,-87.63324,0
Edgewater Quietude - The Emerald Room,Edgewater,Private room,1.0,1.0,2,1,66.0,268,62,99.0,41.98758,-87.66242,1
Edgewater Quietude - The Perkins Gilman Room,Edgewater,Private room,1.0,1.0,2,1,66.0,268,53,100.0,41.9878,-87.66281,1
Min 2 mon stay RiverNorth 1BR 1parking in-unit W/D,Near North Side,Entire home/apt,1.0,1.0,2,60,100.0,363,13,98.0,41.89451,-87.62543000000002,0
Walk to Wrigley Field near a Room in Lakeview / Southport Townhouse,Lake View,Private room,1.0,1.0,3,1,150.0,0,44,99.0,41.94224000000001,-87.66365,0
Wrigley Oasis! Steps from the Field! - 3BR/1BA!,Lake View,Entire home/apt,3.0,1.0,4,2,125.0,0,99,96.0,41.94525,-87.65854,0
☺Fantastic 5-Star Home in Chicago's Trendiest Area,West Town,Entire home/apt,3.0,1.0,6,2,76.0,344,147,98.0,41.91232,-87.69434,0
Classic Edgewater 3-BR/1-BA (w parking!),Edgewater,Entire home/apt,3.0,1.0,7,1,83.0,276,81,98.0,41.98779,-87.66215,0
3rd Flr Penthouse by Northeastern Illinois Univ,North Park,Private room,1.0,1.0,7,2,84.0,270,118,97.0,41.98443,-87.71488000000002,1
"Amazing 2-BR Apt in Old Town! Eat,Drink,Beach&Shop",Near North Side,Entire home/apt,2.0,2.0,4,3,175.0,0,27,98.0,41.90895,-87.63982,1
Safest City Retreat close to USMLE/COMLEX,Norwood Park,Private room,1.0,1.0,2,2,34.0,35,242,95.0,41.98385,-87.82015,1
(2EV) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,Private room,1.0,1.0,2,28,45.0,364,10,88.0,41.78387,-87.60725,0
(3EV) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,Private room,1.0,1.0,2,2,45.0,364,10,82.0,41.78189,-87.6063,0
(1EL) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,Private room,1.0,1.0,2,5,45.0,364,39,89.0,41.78018,-87.60054000000002,0
(2EL) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,Private room,1.0,1.0,2,2,45.0,364,17,92.0,41.7824,-87.6018,0
Large Serene Artist's One Bedroom in Logan Square,Logan Square,Entire home/apt,1.0,1.0,3,1,55.0,0,15,100.0,41.92986,-87.71076,0
Large Wicker Park Loft - Walk To Everything!,West Town,Entire home/apt,1.0,1.0,5,3,67.0,74,273,96.0,41.90815,-87.68606,1
Private unit close to everything in Chicago!,Near West Side,Entire home/apt,1.0,1.0,2,2,93.0,0,48,97.0,41.86444,-87.64572,1
Traveler's Dream - 1 bed in a shared bedroom,Near North Side,Hotel room,1.0,1.0,1,7,26.0,307,24,95.0,41.89235,-87.62732,0
3BR Flat w/Free Street Parking in Humboldt Park,Humboldt Park,Entire home/apt,3.0,1.0,4,1,75.0,0,243,98.0,41.8986,-87.70254,1
Traveler's Dream - 1 bed in a shared bedroom,Near North Side,Hotel room,1.0,1.0,1,7,26.0,300,14,84.0,41.89235,-87.62732,0
Traveler's Dream - 1 bed in a shared bedroom,Near North Side,Hotel room,1.0,1.0,1,7,26.0,307,12,90.0,41.89235,-87.62732,0
Zen Lincoln Park Coach House,Lincoln Park,Entire home/apt,2.0,1.0,4,14,100.0,333,32,100.0,41.92051,-87.64072,1
Logan Square Luxury,Logan Square,Entire home/apt,2.0,2.0,4,3,140.0,0,22,99.0,41.92135,-87.70253000000002,0
"Luxury Loyola 3 Bedroom-2 Bath, Near Beach and El",Rogers Park,Entire home/apt,3.0,2.0,6,2,97.0,338,57,100.0,42.00214,-87.66412,1
Logan Square Spa,Logan Square,Entire home/apt,2.0,2.0,4,5,150.0,83,13,95.0,41.91629,-87.70553000000002,0
Entire 1st Floor Apt near O'Hare/ORD & Blue Line,Jefferson Park,Entire home/apt,2.0,1.0,5,2,73.0,44,174,99.0,41.97169,-87.77026,1
Private Apartment in Humboldt Park/Logan Square,Humboldt Park,Entire home/apt,1.0,1.0,4,2,62.0,0,89,96.0,41.91038,-87.70326,0
Cozy East room,North Park,Private room,1.0,1.0,1,2,37.0,364,53,96.0,41.97815,-87.71494,1
Adventurer's Paradise,Loop,Entire home/apt,1.0,1.0,1,89,55.0,101,34,99.0,41.88408,-87.62592,1
The Treehouse Apt in Logan Square,Logan Square,Entire home/apt,1.0,1.0,2,5,90.0,365,13,94.0,41.92318,-87.69076,0
Private bedroom (Q) in Spacious Modern Condo,Near West Side,Private room,1.0,2.0,2,1,49.0,0,44,97.0,41.87412,-87.68807,0
Cozy one bedroom apartment close to OHare/Rosemont,Ohare,Entire home/apt,1.0,1.0,4,3,94.0,86,42,94.0,41.97259,-87.84546,0
Beautiful Art Deco Apt in  Lake View,Lake View,Entire home/apt,2.0,2.5,4,4,175.0,329,48,99.0,41.9414,-87.63928,1
"Charming, spacious cozy 2 bedrooms",West Town,Entire home/apt,2.0,1.0,4,2,99.0,335,122,98.0,41.91019,-87.68961999999998,0
Luxury Downtown Riverwalk 1bedroom Condo...,Loop,Entire home/apt,1.0,1.0,4,1,245.0,89,73,94.0,41.88822,-87.62165,0
Amazing 2BR-2BA in the heart of Downtown Chicago,Loop,Entire home/apt,2.0,2.0,8,1,99.0,140,290,93.0,41.88306,-87.62576999999997,0
2 BR Apartment Near the 606 - Bright and Updated!,Logan Square,Entire home/apt,2.0,1.0,6,2,63.0,15,139,93.0,41.91511,-87.70605,0
Lofted 2nd Floor Apartment with Spiral Staircase,Logan Square,Entire home/apt,2.0,1.0,5,1,61.0,32,346,96.0,41.92211,-87.68823,1
Lincoln Park Avant Artist's Private 1891 Apartment,Lincoln Park,Private room,1.0,1.0,3,2,99.0,246,174,100.0,41.93108,-87.64648000000003,1
Andersonville Living,Edgewater,Entire home/apt,3.0,1.0,7,2,116.0,129,261,99.0,41.98623,-87.66874,1
Cool and Spacious Bedroom in East Humboldt Park,West Town,Private room,1.0,1.0,2,2,75.0,177,10,100.0,41.90377,-87.6889,0
★Downtown★Self Check-In★Smart TV★Walk Score 98,Near North Side,Private room,1.0,1.0,2,1,80.0,361,171,96.0,41.90081,-87.6326,0
Traveler's Dream - 1 bed in a shared bedroom,Near North Side,Hotel room,1.0,1.0,1,5,26.0,300,14,91.0,41.89235,-87.62732,0
"Fully-renovated, modern 1-BR w parking spot!",Lake View,Entire home/apt,1.0,1.0,4,2,83.0,31,150,98.0,41.9402,-87.66138000000002,0
"3B/2.5BA Skyline Glass Penthouse | Breathtaking Views, Indoor Pool, & Gym by ENVITAE | PAID IN/OUT PARKING IN BLDG",Loop,Entire home/apt,3.0,2.5,8,3,247.0,88,16,94.0,41.88598,-87.61662,0
Charming 1 Bedroom Near Wrigley Field!,Lake View,Entire home/apt,1.0,1.0,4,2,109.0,0,48,100.0,41.94731,-87.6631,0
Magnificent Place & Tons of Space | 3 Bedrooms,West Ridge,Entire home/apt,3.0,2.0,8,2,117.0,97,23,93.0,41.993,-87.69421,0
"Old Irving Park 2 bd/1 ba, 20 mins to Downtown",Irving Park,Entire home/apt,2.0,1.0,6,4,125.0,20,41,99.0,41.95033,-87.73564,1
"Colorful, Chill, Well Appointed Wicker Park 2BR",West Town,Entire home/apt,2.0,1.0,6,1,61.0,0,82,95.0,41.90685,-87.68726,0
Frida 2720 (2F),North Lawndale,Private room,1.0,1.0,1,2,28.0,365,170,91.0,41.85649,-87.69344,0
Traveler's Dream - 1 bed in a shared bedroom,Near North Side,Hotel room,1.0,1.0,1,5,26.0,307,15,88.0,41.89235,-87.62732,0
Traveler's Dream - 1 bed in a shared bedroom,Near North Side,Hotel room,1.0,1.0,1,5,26.0,307,83,91.0,41.89235,-87.62732,0
Stunning Old Town Penthouse with Private Rooftop,Near North Side,Entire home/apt,5.0,4.0,16,2,775.0,321,99,99.0,41.90342,-87.63409,1
IDA'S 2720 (2F ),North Lawndale,Private room,1.0,1.0,2,1,28.0,359,251,90.0,41.8582,-87.69504,0
Relaxing Home mins from McCormick Place/Downtown,Grand Boulevard,Entire home/apt,2.0,1.0,4,2,95.0,0,124,91.0,41.81803,-87.61926,0
Single Bed in Shared Room 1,West Town,Shared room,1.0,1.0,1,2,39.0,179,76,96.0,41.9116,-87.68927,0
Comfy Furnished 2 bedroom apt near CTA/orange line,Mckinley Park,Entire home/apt,2.0,1.0,3,2,102.0,247,34,89.0,41.82948,-87.67526,0
"Elegant south loop 2 bedroom apt, parking, WiFi",Lower West Side,Entire home/apt,2.0,1.0,6,1,37.0,245,264,83.0,41.85876,-87.65191999999998,0
Sunny Room in a Lovely Condo,Logan Square,Entire home/apt,1.0,1.0,2,2,90.0,0,130,99.0,41.91559,-87.68975,1
"Modern 2BR/2BA, red line, 10 min to Wrigley!",Lake View,Entire home/apt,2.0,2.0,4,1,101.0,268,90,97.0,41.93819000000001,-87.66493,0
Cozy apartment near Michigan lake shore,Uptown,Private room,1.0,1.0,2,1,49.0,170,284,97.0,41.97576,-87.65634,1
Old Town Condo,Lincoln Park,Entire home/apt,1.0,1.0,4,1,87.0,357,161,94.0,41.91121,-87.63807,1
Comfortable private room near Lake and transit.,Uptown,Private room,1.0,1.0,2,2,75.0,89,41,100.0,41.97099,-87.65171,1
Entire Unique Home in Edison Park,Edison Park,Entire home/apt,3.0,2.0,10,3,139.0,279,230,95.0,42.01304,-87.80805,1
Cozy Clean Large Private Room in Lincoln Square,Lincoln Square,Private room,1.0,1.0,2,2,43.0,294,32,100.0,41.96756,-87.6909,1
Heart of Chicago 2BD + Parking,Lower West Side,Entire home/apt,2.0,1.0,5,2,70.0,71,124,96.0,41.84556,-87.68463,0
Ukrainian Village 2 Level Apartment with Italian Charm,West Town,Entire home/apt,3.0,2.0,6,1,52.0,360,176,92.0,41.89562,-87.68238000000002,1
Chicago 2720 (2F),North Lawndale,Private room,1.0,1.0,1,2,28.0,180,162,90.0,41.85878,-87.69358000000003,0
Spacious 1bd/1ba in Lincoln Park with PARKING!,Lincoln Park,Entire home/apt,1.0,1.0,4,2,114.0,0,137,99.0,41.92286,-87.64367,1
Large loft in the heart of River North - Hubbard,Near North Side,Entire home/apt,2.0,1.0,10,1,1000.0,89,12,98.0,41.88978,-87.63155,1
Relax in a Newly Remodeled Apartment in Irving Park,Irving Park,Entire home/apt,2.0,1.0,6,2,132.0,252,187,100.0,41.95831,-87.71729,1
"Private room, shared apartment, easy city access",Edgewater,Private room,1.0,1.0,2,1,41.0,353,194,99.0,41.99561,-87.66379,1
"Private room, shared apartment, easy city access.",Edgewater,Private room,1.0,1.0,2,1,41.0,353,168,99.0,41.99561,-87.66379,1
Gorgeous Wicker Park Home for 8,West Town,Entire home/apt,3.0,2.0,8,1,141.0,261,160,98.0,41.91144,-87.66588,0
Large Pet Friendly Room in Avondale/Logan Square,Avondale,Private room,1.0,1.0,2,1,80.0,0,120,99.0,41.93542,-87.69442,1
A little Charming Place in Wrigleyville!,Lake View,Private room,1.0,1.0,2,1,75.0,178,61,97.0,41.94771,-87.65371999999998,0
"Sunny, Modern Lincoln Park Apartment with Deck",Lincoln Park,Entire home/apt,2.0,1.0,5,3,159.0,244,105,99.0,41.91437,-87.6472,1
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,Hotel room,1.0,1.0,2,7,74.0,307,49,89.0,41.89235,-87.62732,0
Newly Renovated 4BR/2BA Condo @ Historic Hyde Park,Hyde Park,Entire home/apt,4.0,2.0,9,2,299.0,88,121,97.0,41.79842,-87.60525,0
"3 BR, 2.5 Ba w parking; 10 min to Wrigley!",Lake View,Entire home/apt,3.0,2.5,7,1,135.0,270,122,97.0,41.94015,-87.66559000000002,0
Tiny Room.The Cubs Area. Boyztown.ParkingPermitsAv,Lake View,Private room,1.0,1.0,2,1,83.0,365,13,88.0,41.9501,-87.65044,0
"Privacy in safe, high-tech smarthouse - New bed!",Uptown,Private room,1.0,1.5,2,1,54.0,172,204,99.0,41.9674,-87.6516,1
Beautiful bedroom with private bath,Irving Park,Private room,1.0,1.0,2,1,70.0,360,148,99.0,41.95963,-87.73626,1
Suite 1 Bedroom with private bath and family room.,Belmont Cragin,Private room,1.0,1.0,4,2,56.0,175,248,96.0,41.92126,-87.74374,0
"Cozy, Vintage Apartment - Northwest Lincoln Square",Lincoln Square,Entire home/apt,2.0,1.0,6,1,70.0,0,141,97.0,41.97788,-87.69694,0
Private Room in Ukrainian Village,West Town,Private room,1.0,1.0,2,7,45.0,0,15,95.0,41.90155,-87.67836,0
Cozy Room for One In The Company of Cats -Blueline,Irving Park,Private room,1.0,1.0,1,1,39.0,0,81,98.0,41.94806,-87.72023,1
The Vanderpool House,Portage Park,Entire home/apt,1.0,1.0,4,2,90.0,170,25,99.0,41.96625,-87.75768000000002,1
Hip 1 BR in Chicago Ukrainian Village!,West Town,Entire home/apt,1.0,1.0,4,2,103.0,16,40,96.0,41.89488,-87.69385,1
2BR mins to Downtown Laundry FREE parking ❤️⭐,West Town,Entire home/apt,2.0,1.0,6,2,124.0,89,156,98.0,41.8936,-87.66118,1
Great For long Stays - free parking  fast internet,West Town,Entire home/apt,3.0,1.0,6,2,163.0,16,97,98.0,41.90004,-87.69215,1
Historic Chicago Coach House,Lincoln Park,Entire home/apt,1.0,1.0,4,1,60.0,337,110,96.0,41.91951,-87.65097,1
Vintage West Fulton Market Retreat,Near West Side,Entire home/apt,3.0,1.0,6,3,239.0,220,142,98.0,41.88775,-87.67421,1
Private bedroom/bathroom in River West,West Town,Private room,1.0,1.0,2,3,50.0,0,44,100.0,41.89826,-87.65699000000002,1
3bedrm 2bath 1600 sqft condo w/ balcony n parking,Lincoln Park,Entire home/apt,3.0,2.0,11,30,450.0,180,32,96.0,41.93132,-87.66984000000002,0
Ukrainian Village Garden Flat,West Town,Entire home/apt,2.0,1.0,4,2,107.0,0,64,96.0,41.89742,-87.67826,0
Lovely Studio/1Ba near Wrigley!,Lake View,Entire home/apt,1.0,1.0,4,1,69.0,31,123,97.0,41.93863,-87.66581,0
THE entire FLAT-2 FULL Baths!  Forced Air-Parking!,Edgewater,Entire home/apt,2.0,2.0,5,4,249.0,96,20,99.0,41.99084000000001,-87.66193,1
Charming Top Floor Apt - 20 minutes to Downtown!,Humboldt Park,Entire home/apt,1.0,1.0,4,1,77.0,341,70,95.0,41.90733,-87.70940999999998,1
Oakwood Boulevard Gated Home,Oakland,Entire home/apt,1.0,1.0,6,2,106.0,39,61,97.0,41.82251,-87.60583000000003,1
Industrial Style Chicago Loft with FREE parking,Irving Park,Entire home/apt,1.0,1.0,2,1,76.0,330,490,98.0,41.94353,-87.7307,1
The Sox Pad,Bridgeport,Private room,1.0,1.0,2,2,47.0,365,62,93.0,41.83433,-87.65156999999998,0
"4,400sqft Updated Gorgeous House",West Town,Entire home/apt,4.0,4.5,10,2,1200.0,129,37,99.0,41.89435,-87.68179,0
Unique Loft Experience Convenient To McCormick Pl,Loop,Entire home/apt,2.0,1.0,3,2,225.0,0,20,100.0,41.87362,-87.63152,0
The Avondale Guesthouse,Avondale,Entire home/apt,3.0,1.0,8,2,70.0,305,146,97.0,41.93563,-87.69241,1
Great Location!!-12,Near North Side,Entire home/apt,1.0,1.0,2,1,55.0,122,273,96.0,41.89963,-87.63219000000002,1
Spacious Room in Andersonville,Uptown,Private room,1.0,1.0,2,1,49.0,0,34,99.0,41.97494,-87.66427,1
2BR East Lakeview Gem 2 Blocks from Lake,Lake View,Entire home/apt,2.0,1.5,7,2,124.0,363,103,99.0,41.93602,-87.64036999999998,0
Urban Pilsen Apt. near Downtown,Lower West Side,Entire home/apt,1.0,1.0,4,2,100.0,167,111,99.0,41.8497,-87.68185,1
Settle Inn Lincoln Park,Lincoln Park,Entire home/apt,3.0,2.0,6,2,277.0,216,112,100.0,41.92211,-87.63924,1
The McCormick Pad,Bridgeport,Private room,1.0,1.0,2,2,53.0,365,56,94.0,41.83316,-87.65351,0
Great neighborhood! Free parking. Bus on corner!,West Ridge,Private room,1.0,1.0,2,2,28.0,294,182,98.0,41.99327,-87.70264,0
Spacious Classy Condo 3 mi. from Wrigley,Irving Park,Entire home/apt,2.0,2.0,4,20,3429.0,83,12,100.0,41.95982,-87.71169,0
THE CLEAVER BRIGHTON PARK 10 min downtown or mdway,Brighton Park,Entire home/apt,5.0,2.0,12,2,350.0,360,55,88.0,41.81706,-87.69194,0
Close to EVERYTHING! Multi-bed&bath w/free parking,Near South Side,Entire home/apt,2.0,2.0,10,3,158.0,0,98,89.0,41.84611,-87.62550999999998,0
Family Friendly 2BR/1BA Bucktown/Logan Sq Apt,Logan Square,Entire home/apt,2.0,1.0,6,2,149.0,144,220,98.0,41.92056,-87.68935,1
Best Lincoln Square location. Spacious 2 bedroom,Lincoln Square,Entire home/apt,2.0,1.0,6,1,90.0,22,56,99.0,41.96533,-87.68213,1
Heart of Bucktown,West Town,Entire home/apt,2.0,1.0,4,2,89.0,80,159,99.0,41.90882,-87.66915,1
*SPACIOUS 4 Bedroom Townhouse with FREE PARKING!*,Uptown,Entire home/apt,4.0,2.0,10,2,135.0,84,66,100.0,41.96648,-87.66885,1
"Charming South Loop Apartment-Wifi,Netflix,parking",Lower West Side,Entire home/apt,2.0,1.5,13,1,45.0,0,202,85.0,41.85624,-87.65298,0
"Pro Cleaned, Lakeview Greystone Steps from Wrigley Field",Lake View,Entire home/apt,3.0,1.0,6,2,175.0,17,121,99.0,41.94644,-87.65503000000002,1
Private room& en suite bathroom in 5bed/3ba condo,Kenwood,Private room,1.0,3.0,3,2,70.0,267,34,93.0,41.80326,-87.60139000000002,0
Chicago Bungalow in The city.,Portage Park,Private room,1.0,1.0,2,2,44.0,90,59,96.0,41.96039,-87.76888000000002,1
Vintage Sunny Bungalow Logan Square,Logan Square,Entire home/apt,2.0,1.0,3,2,135.0,365,51,98.0,41.92455,-87.71828000000002,1
Sleek and cool garden loft in Boystown Lakeview,Lake View,Entire home/apt,1.0,1.0,4,1,60.0,274,238,97.0,41.93975,-87.64756,1
Bright Chicago Apt. 1BR 1.4 miles fr Wrigley,Lake View,Entire home/apt,1.0,1.0,4,1,89.0,0,237,99.0,41.93264,-87.66435,1
Whole Condo 2 King Beds Super Easy Access Downtown,West Town,Entire home/apt,2.0,1.0,6,2,110.0,77,172,97.0,41.89719,-87.68934,1
New Swanky Digs Available Long Term w/Free Parking,Uptown,Entire home/apt,3.0,2.0,6,3,196.0,136,66,99.0,41.9634,-87.66294,1
Immaculate single family Home near Logan Square !,Hermosa,Entire home/apt,3.0,2.0,8,2,300.0,365,45,99.0,41.93442,-87.73706999999997,1
Safest Area dplx-Brewery District close to Wrigley,Lake View,Entire home/apt,4.0,2.0,12,2,663.0,354,49,99.0,41.95385,-87.67331,1
The Green House,Edgewater,Entire home/apt,1.0,1.0,2,2,50.0,0,154,98.0,41.98737,-87.66484,1
Cozy 3 bedroom Apt Andersonville Neighborhood,Uptown,Entire home/apt,3.0,1.0,4,4,114.0,249,38,99.0,41.97465,-87.67111,1
Condo ON POINT in Logan Square! (literally),Logan Square,Private room,1.0,1.0,2,2,78.0,46,38,99.0,41.91766,-87.69574,1
Hauserly on the Boulevard,Logan Square,Private room,1.0,1.0,2,2,70.0,83,13,97.0,41.91662,-87.70165,0
Private Logan Square Studio,Logan Square,Entire home/apt,1.0,1.0,2,2,80.0,260,199,95.0,41.93084,-87.70318,1
"Large room with private entrance, near train line",Irving Park,Private room,1.0,1.0,4,2,35.0,2,21,98.0,41.94745,-87.70329,1
Private 2nd Floor 15 Minutes From O'hare!,Portage Park,Entire home/apt,1.0,1.0,4,1,60.0,176,219,97.0,41.96524,-87.78242,1
Bright Converted Storefront in Roscoe Village,North Center,Entire home/apt,2.0,2.0,6,1,87.0,314,72,97.0,41.94552,-87.67786,1
Gorgeous Modern Previewed On The Deed Chicago,West Town,Entire home/apt,4.0,3.5,14,1,649.0,354,47,98.0,41.89188,-87.67576,0
Affordable room in spacious townhome in South Loop,Armour Square,Private room,1.0,2.0,1,1,60.0,0,26,97.0,41.85487,-87.63038,0
Study Oasis,South Shore,Private room,1.0,1.0,4,1,23.0,335,44,98.0,41.77074,-87.56893000000002,0
Sunny Character-Filled Apartment in Trendy Ukrainian Village,West Town,Entire home/apt,1.0,1.0,3,2,71.0,0,50,97.0,41.89868,-87.69105,1
Cozy 2BR/1BA Garden Apartment  Near Lincoln Square,Albany Park,Entire home/apt,2.0,1.0,5,2,64.0,362,143,93.0,41.97271,-87.708,0
"Sunny Home Chinatown, close to McCormick",Armour Square,Entire home/apt,3.0,1.0,6,2,91.0,72,56,90.0,41.85,-87.63377,0
"Beautiful Condo- Near Downtown, Rush & United Center.",Near West Side,Entire home/apt,2.0,2.0,6,2,152.0,0,124,99.0,41.8742,-87.68264,1
Captivating Lakeview East Residence,Lake View,Entire home/apt,1.0,1.0,2,2,80.0,0,21,96.0,41.93925,-87.64483,0
Lux Sky Home near Navy Pier and the Magnificent Mile,Near North Side,Entire home/apt,2.0,2.0,6,30,299.0,352,21,99.0,41.89313,-87.61669,1
"Sophisticated & updated, walking distance to Lake!",Near North Side,Entire home/apt,1.0,1.0,3,4,93.0,72,79,96.0,41.90339,-87.62925,1
Fun & Funky Musician Condo (Entire Home),Irving Park,Entire home/apt,2.0,1.0,4,3,120.0,109,16,100.0,41.95965,-87.70991,1
2 bedroom hipster haven,Logan Square,Entire home/apt,2.0,1.0,4,20,80.0,0,17,94.0,41.91537,-87.69754,0
"Super Nice, 1 Block from Red Line & Gated Parking!",Uptown,Entire home/apt,2.0,1.0,6,10,550.0,19,38,99.0,41.95953,-87.65615,0
Private Spot -- Walk to University of Chicago!,Woodlawn,Private room,1.0,1.0,2,1,55.0,0,88,98.0,41.77806,-87.60106,1
Amazing Large 3 bdrm Condo Charming Neighborhood,Uptown,Entire home/apt,3.0,1.0,6,2,175.0,259,85,100.0,41.97527,-87.66268000000002,1
Cozy room in the Heart of Chicago,Lower West Side,Private room,1.0,1.0,1,2,39.0,89,82,98.0,41.85517,-87.67633000000002,0
PROFESSIONALLY CLEANED 2BR IN THE PARK,Loop,Entire home/apt,2.0,1.0,6,2,87.0,32,187,89.0,41.8866,-87.62655,0
Stunning and Spacious Lincoln Park Home Allows Your Group to Live Like Locals,Lincoln Park,Entire home/apt,4.0,2.5,10,3,800.0,263,52,99.0,41.91484000000001,-87.65109,1
Perfect Location in River North - 1-Bedroom Apt,Near North Side,Hotel room,1.0,1.0,4,1,495.0,0,33,98.0,41.89805,-87.63599,1
Art Room in the Sky,Lower West Side,Private room,1.0,1.0,2,1,34.0,0,204,93.0,41.8555,-87.67166,1
Charming East Village 2 BR w/private balcony 2,West Town,Entire home/apt,2.0,1.0,6,1,59.0,74,228,95.0,41.8978,-87.68158000000003,1
